COMUNE,fromPlaceName,fromPalceCord,toPlaceName,toPlaceCord,date,time,duration
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,10:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,11:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,2:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,3:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,4:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,5:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,6:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,7:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,8:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,9:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,10:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,11:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,2:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,3:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,4:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,5:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,6:00am,70
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,7:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,8:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,9:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,10:00am,71
Bagni di Lucca,Camporgiano,"44.15955695,10.3330076",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,11:00am,71
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,1:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,2:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,3:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,4:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,5:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,6:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,1:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,2:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,3:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,4:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,5:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,6:00am,62
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,2:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,3:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,4:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,5:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,6:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,2:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,3:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,4:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,5:00am,64
Bagni di Lucca,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,6:00am,64
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,2:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,3:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,4:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,5:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,6:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,2:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,3:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,4:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,5:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,6:00am,83
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,7:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,8:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,9:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,10:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,11:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,7:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,8:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,9:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,10:00am,75
Bagni di Lucca,Castiglione di Garfagnana,"44.1517665,10.41126715",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,11:00am,75
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,12:00pm,51
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,1:00am,58
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,2:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,3:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,4:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,5:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,6:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,10:00am,51
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,11:00am,51
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,12:00pm,51
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,1:00am,58
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,2:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,3:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,4:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,5:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,6:00am,33
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,10:00am,51
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,11:00am,51
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,1:00pm,50
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,12:00pm,50
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,2:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,3:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,4:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,5:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,6:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,7:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,8:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,9:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,10:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,11:00am,50
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,1:00pm,50
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,12:00pm,50
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,2:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,3:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,4:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,5:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,6:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,7:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,8:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,9:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,10:00am,38
Bagni di Lucca,Gallicano,"44.06049345,10.4397426",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,11:00am,50
Bagni di Lucca,Minucciano,"44.1696951,10.20750045",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,1:00am,116
Bagni di Lucca,Minucciano,"44.1696951,10.20750045",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,2:00am,116
Bagni di Lucca,Minucciano,"44.1696951,10.20750045",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,1:00am,116
Bagni di Lucca,Minucciano,"44.1696951,10.20750045",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,2:00am,116
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,1:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,2:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,3:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,4:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,5:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,11:00am,73
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,1:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,2:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,3:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,4:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,5:00am,64
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,11:00am,73
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,11:00am,73
Bagni di Lucca,Piazza al Serchio,"44.1846216,10.2940049",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,11:00am,73
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,1:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,2:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,3:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,4:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,12:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,1:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,2:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,3:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,4:00am,96
Bagni di Lucca,San Romano in Garfagnana,"44.1703812,10.34601445",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,12:00am,96
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,1:00pm,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,2:00pm,54
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,3:00pm,54
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,4:00pm,54
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,5:00pm,54
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,12:00pm,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,2:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,3:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,4:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,5:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,6:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,7:00am,58
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,8:00am,78
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,9:00am,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,10:00am,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-01-2024,11:00am,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,1:00pm,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,2:00pm,54
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,3:00pm,54
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,4:00pm,54
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,5:00pm,54
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,12:00pm,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,2:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,3:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,4:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,5:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,6:00am,41
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,7:00am,58
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,8:00am,78
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,9:00am,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,10:00am,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",10-10-2024,11:00am,38
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,12:00pm,78
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,2:00am,46
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,3:00am,46
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,4:00am,46
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,5:00am,46
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,6:00am,40
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,7:00am,40
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,8:00am,40
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,9:00am,40
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,10:00am,40
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-09-2024,11:00am,78
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,12:00pm,78
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,2:00am,46
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,3:00am,46
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,4:00am,46
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,5:00am,46
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,6:00am,40
Bagni di Lucca,Barga,"44.07326495,10.4775162",Bagni di Lucca,"44.0089207,10.5743811",07-05-2024,7:00am,40
